"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"1353","2019-02-04","Germany's Merkel drops hint of a 'creative' Brexit compromise","German Chancellor Angela Merkel on Monday offered a way to break the deadlock over the United Kingdom's exit from the European Union, calling for a ""creative"" compromise to allay concerns over the future of Irish border arrangements.","germany, s, merkel, drops, hint, creative, brexit, compromise","german, chancellor, angela, merkel, monday, offered, way, break, deadlock, united, kingdom, s, exit, european, union, calling, creative, compromise, allay, concerns, future, irish, border, arrangements"
"1354","2019-02-04","UK focused on new Brexit proposal to take to Brussels - PM May's spokeswoman","Prime Minister Theresa May's government is focused on coming up with Brexit proposals to take to European Union negotiators in Brussels to push forward with Britain's departure, May's spokeswoman said on Monday.","uk, focused, new, brexit, proposal, take, brussels, pm, may, s, spokeswoman","prime, minister, theresa, may, s, government, focused, coming, brexit, proposals, take, european, union, negotiators, brussels, push, forward, britain, s, departure, may, s, spokeswoman, said, monday"
"1355","2019-02-04","British call to scrap Irish backstop deal is unreasonable wishful thinking - Coveney","The British parliament is making an unreasonable request of Ireland to replace an already agreed solution to avoid a physical border on the island of Ireland after Brexit with something else, Ireland's foreign minister said on Monday.","british, call, scrap, irish, backstop, deal, unreasonable, wishful, thinking, coveney","british, parliament, making, unreasonable, request, ireland, replace, already, agreed, solution, avoid, physical, border, island, ireland, brexit, something, else, ireland, s, foreign, minister, said, monday"
"1356","2019-02-04","EU denies ready to make binding Brexit tweaks","A senior EU official denied on Monday that the bloc was considering offering legally binding assurances to Britain that might secure backing in parliament for the Brexit deal.","eu, denies, ready, make, binding, brexit, tweaks","senior, eu, official, denied, monday, bloc, considering, offering, legally, binding, assurances, britain, might, secure, backing, parliament, brexit, deal"
"1357","2019-02-04","May will speak to EU business, visit Northern Ireland to bolster Brexit plan","Prime Minister Theresa May will talk to European businesses on Monday to underline the importance of Britain leaving the EU with a deal, a day before she travels to Northern Ireland to make a speech on Brexit, her spokesman said on Monday.","may, will, speak, eu, business, visit, northern, ireland, bolster, brexit, plan","prime, minister, theresa, may, will, talk, european, businesses, monday, underline, importance, britain, leaving, eu, deal, day, travels, northern, ireland, make, speech, brexit, spokesman, said, monday"
"1358","2019-02-04","With creativity, we can find Northern Ireland solution, Merkel says","With creativity and goodwill, Britain and the European Union can still perhaps resolve the issue of Irish border arrangements after Brexit, German Chancellor Angela Merkel said on Monday.","creativity, can, find, northern, ireland, solution, merkel, says","creativity, goodwill, britain, european, union, can, still, perhaps, resolve, issue, irish, border, arrangements, brexit, german, chancellor, angela, merkel, said, monday"
"1359","2019-02-04","Ireland resisting UK attempts for bilateral border talks - Irish minister","Ireland has resisted attempts by the British government to open up bilateral talks in relation to the use of technology to keep the border on the island of Ireland open after Brexit, Irish Finance Minister Paschal Donohoe said on Monday.","ireland, resisting, uk, attempts, bilateral, border, talks, irish, minister","ireland, resisted, attempts, british, government, open, bilateral, talks, relation, use, technology, keep, border, island, ireland, open, brexit, irish, finance, minister, paschal, donohoe, said, monday"
"1360","2019-02-04","'No question of going back' on Brexit withdrawal deal - French minister","There is ""no question of going back"" on the Brexit withdrawal agreement, French Foreign Minister Jean-Yves Le Drian said on Monday.","question, going, back, brexit, withdrawal, deal, french, minister","question, going, back, brexit, withdrawal, agreement, french, foreign, minister, jean, yves, le, drian, said, monday"
"1361","2019-02-04","May will seek ""pragmatic"" solution to Brexit deal in Brussels","British Prime Minister Theresa May said on Sunday she would seek a ""pragmatic solution"" to a parliamentary impasse over the terms on which Britain leaves the European Union when she tries to reopen talks with Brussels.","may, will, seek, pragmatic, solution, brexit, deal, brussels","british, prime, minister, theresa, may, said, sunday, seek, pragmatic, solution, parliamentary, impasse, terms, britain, leaves, european, union, tries, reopen, talks, brussels"
"1362","2019-02-04","Sturgeon to say UK not ready for Brexit - The Times","Scotland's First Minister Nicola Sturgeon will warn that UK is ""not remotely prepared"" to leave the European Union in less than two months, the Times newspaper reported on Monday.","sturgeon, say, uk, ready, brexit, times","scotland, s, first, minister, nicola, sturgeon, will, warn, uk, remotely, prepared, leave, european, union, less, two, months, times, newspaper, reported, monday"
"1363","2019-02-03","UK Brexit minister to work with compromise Brexit plan Conservatives","Britain's Brexit minister Stephen Barclay will hold a meeting of a new working group of Conservative lawmakers on Monday seeking to find an alternative plan to avoid a post-Brexit border in Ireland, Prime Minister Theresa May's office said.","uk, brexit, minister, work, compromise, brexit, plan, conservatives","britain, s, brexit, minister, stephen, barclay, will, hold, meeting, new, working, group, conservative, lawmakers, monday, seeking, find, alternative, plan, avoid, post, brexit, border, ireland, prime, minister, theresa, may, s, office, said"
"1364","2019-02-03","The Queen to be evacuated in case of Brexit unrest - media","British officials have revived Cold War emergency plans to relocate the royal family should there be riots in London if Britain suffers a disruptive departure from the European Union next month, two Sunday newspapers reported.","queen, evacuated, case, brexit, unrest, media","british, officials, revived, cold, war, emergency, plans, relocate, royal, family, riots, london, britain, suffers, disruptive, departure, european, union, next, month, two, sunday, newspapers, reported"
"1365","2019-02-03","May says to seek 'pragmatic' Brexit solution in Brussels","Prime Minister Theresa May said she would seek a ""pragmatic solution"" to a parliamentary impasse over the terms on which Britain leaves the European Union when she tries to reopen talks with Brussels.","may, says, seek, pragmatic, brexit, solution, brussels","prime, minister, theresa, may, said, seek, pragmatic, solution, parliamentary, impasse, terms, britain, leaves, european, union, tries, reopen, talks, brussels"
"1366","2019-02-03","UK trade secretary says EU 'irresponsible' to refuse to reopen Brexit deal","It would be irresponsible for the European Union to refuse to reopen negotiations over Britain's exit deal, British trade secretary Liam Fox said in an interview aired on Sunday.","uk, trade, secretary, says, eu, irresponsible, refuse, reopen, brexit, deal","irresponsible, european, union, refuse, reopen, negotiations, britain, s, exit, deal, british, trade, secretary, liam, fox, said, interview, aired, sunday"
